session,speaker,global_timestamp_sec,transcript
2021_04_23_MND_S4,Sarkis Mazmanian,,"you can essentially do, you know, gene expression, you can do transcriptomics but in fixed tissue, right? So you know where when you know, not just when but where the cells in the fix. But you know, which cells are are are, you know, producing, you know, the transcripts of interest."
2021_04_23_MND_S4,Sarkis Mazmanian,,"It's inconceivable, right?"
2021_04_23_MND_S13,Jaeyun Sung,1096.0,Yeah.
2021_04_23_MND_S13,Will Ludington,954.0,So I I totally agree and the serotonin is the one I always like try to track it down but again it's not my field so I would really be curious to know if there is solid evidence for that.
2021_04_23_MND_S13,Elizabeth Bess,1103.0,"Um but I don't yeah, I wonder does anyone know um how that might play back into synapse uh formation or transmission of of dopamine um as a neurotransmitter?"
2021_04_23_MND_S13,Sarah MacEachern,932.0,Yeah.
2021_04_23_MND_S13,Rosa Krajmalnik,977.0,So.
2021_04_23_MND_S13,Thomas Mansell,1019.0,"Okay, so."
2021_04_23_MND_S13,Thomas Mansell,1021.0,Okay.
2021_04_23_MND_S13,Rosa Krajmalnik,1112.0,So.
2021_04_23_MND_S13,Thomas Mansell,1139.0,Okay.
2021_04_23_MND_S13,Thomas Mansell,708.0,"Gallium. Okay, yeah. I don't know about that. That sounds"
2021_04_23_MND_S13,Lisa Osborne,1121.0,"And so that means that there is something going on and then what are the next steps for characterizing and understanding what those differences mean. Um there was also some talk about biogeography, so local versus long range effects, whether or not things are happening um in the gut, so neurotransmitters are being produced, whether or not it's being produced by the microbe or by the host, um how that's influencing physiology and whether or not that's uh like I said at the local site or if it's something that is gaining access to the circulation and then crossing the blood brain barrier to influence what's happening behind uh the barrier in the CNS."
2021_04_23_MND_S13,Thomas Mansell,1175.0,Good.
2021_04_23_MND_S13,Thomas Mansell,996.0,Some antibiotics are siderophores.
2021_04_23_MND_S13,Mark Mimee,1095.0,"I mean, I've had a couple conversations with some folks at the FDA and it actually seems like the FDA is much more risk tolerant than the EPA. So I think the um, I think the thing is if someone's sick and they're going to die, uh there's a lot more tolerance for trying to save them in whatever way possible, even if that means introducing an engineered bug. Um, and for most of these engineered bugs, there are a number of either kill switches or oxytrophies that are put in to make sure that they won't get released. Uh, but usually the concern there is like it's fine for the person, but after they excrete it then where does it go? And that's where the EPA gets in and that's where the concerns uh really are. And also for the ethical dilemma of like, well, you could spread a microbiome from one person to another if you're in the same household and even if person A is sick and is perfectly fine with eating an engineered bug, but you know, their brother or sister or spouse or kid is not and it transfers to them, then they've been unknowingly dosed with a drug. So there's definitely some ethical um issue there, but regardless it seems like, you know, they're trying to grapple with the the ethics both on the environmental and the medical side of that and it's all moving forward uh at least from my opinion. It's not something it's something that should be figured out and not something that should be necessarily a bar to the field in general."
2021_04_23_MND_S13,Jaeyun Sung,663.0,Yeah.
2021_04_23_MND_S13,Thomas Mansell,711.0,"There's an entire subfield of synbio, right, that's all about kill switches. I mean, as a necessity for the field to continue, right?"
2021_04_23_MND_S13,Jaeyun Sung,867.0,"You know, rather than the conferences we're used to, we just listen and just listen to talks, you know, talk by talk by talk and hopefully get to ask questions, but this was really fun and very good creative exercise. Um, thanks for all the facilitators, Emily and Rosa for uh you know, helping us with organize everything."
2021_04_23_MND_S12,Erin Longbrake,1038.0,And also something that may be manipulated by different immunomodulatory medications that we use for treating our disease states.
2021_04_23_MND_S12,Mei Shen,665.0,"Let me see. Google Drive. Yeah, it should be 55."
2021_04_23_MND_S12,Maayan Levy,972.0,"So you can think about it in as the microbiome inducing IL-18 on interic neurons and from epithelial cells. I think the the relative contribution of each is is at the moment unclear. Um, but then IL-18 will induce the the antimicrobials that will control the microbiome back. So there is this bidirectionality in that case."
2021_04_23_MND_S12,Mei Shen,1085.0,Yeah.
2021_04_23_MND_S12,Maayan Levy,,"And probably for many of these metabolites, the question is why like why the bacteria are making it and why do we even need to sense it? Um yeah. It's I think one of the example is uh succinate and tough cells. What what does it mean that that uh that succinate is present and and and is being sensed? It's yeah just just one example but there are many more."
